tissue	assay	species	filename	original
Neural_plate_anterior	ATAC	danio_rerio	GSE243256_hpf8_Neural_plate_anterior.narrow_peak.gz	GSE243256_hpf8_Neural_plate_anterior.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf9_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf9_Tailbud_mesoderm.narrow_peak.gz
Roofplate	ATAC	danio_rerio	GSE243256_hpf34_Roofplate.narrow_peak.gz	GSE243256_hpf34_Roofplate.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf22_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf22_Lateral_line_primordium.narrow_peak.gz
Differentiating_neurons_eomes	ATAC	danio_rerio	GSE243256_hpf34_Differentiating_neurons_eomes.narrow_peak.gz	GSE243256_hpf34_Differentiating_neurons_eomes.narrow_peak.gz
Mesoderm_lateral_plate_tbx1	ATAC	danio_rerio	GSE243256_hpf10_Mesoderm_lateral_plate_tbx1.narrow_peak.gz	GSE243256_hpf10_Mesoderm_lateral_plate_tbx1.narrow_peak.gz
Retina_Horizontal_cells	ATAC	danio_rerio	GSE243256_hpf48_Retina_Horizontal_cells.narrow_peak.gz	GSE243256_hpf48_Retina_Horizontal_cells.narrow_peak.gz
Retina_neurogenesis	ATAC	danio_rerio	GSE243256_hpf38_Retina_neurogenesis.narrow_peak.gz	GSE243256_hpf38_Retina_neurogenesis.narrow_peak.gz
Endoderm	ATAC	danio_rerio	GSE243256_hpf10_Endoderm.narrow_peak.gz	GSE243256_hpf10_Endoderm.narrow_peak.gz
Pharyngeal_epidermal	ATAC	danio_rerio	GSE243256_hpf18_Pharyngeal_epidermal.narrow_peak.gz	GSE243256_hpf18_Pharyngeal_epidermal.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf11_Myotome.narrow_peak.gz	GSE243256_hpf11_Myotome.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf14_Telencephalon.narrow_peak.gz	GSE243256_hpf14_Telencephalon.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf18_Notochord.narrow_peak.gz	GSE243256_hpf18_Notochord.narrow_peak.gz
Slow_muscle_cells	ATAC	danio_rerio	GSE243256_hpf18_Slow_muscle_cells.narrow_peak.gz	GSE243256_hpf18_Slow_muscle_cells.narrow_peak.gz
Slow_muscle_cells	ATAC	danio_rerio	GSE243256_hpf22_Slow_muscle_cells.narrow_peak.gz	GSE243256_hpf22_Slow_muscle_cells.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf14_YSL.narrow_peak.gz	GSE243256_hpf14_YSL.narrow_peak.gz
Hindbrain	ATAC	danio_rerio	GSE243256_hpf12_Hindbrain.narrow_peak.gz	GSE243256_hpf12_Hindbrain.narrow_peak.gz
Differentiating_neurons_phox2bb	ATAC	danio_rerio	GSE243256_hpf48_Differentiating_neurons_phox2bb.narrow_peak.gz	GSE243256_hpf48_Differentiating_neurons_phox2bb.narrow_peak.gz
Cranial_ganglia	ATAC	danio_rerio	GSE243256_hpf38_Cranial_ganglia.narrow_peak.gz	GSE243256_hpf38_Cranial_ganglia.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf34_Notochord.narrow_peak.gz	GSE243256_hpf34_Notochord.narrow_peak.gz
Differentiating_neurons_eomes	ATAC	danio_rerio	GSE243256_hpf72_Differentiating_neurons_eomes.narrow_peak.gz	GSE243256_hpf72_Differentiating_neurons_eomes.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf14_Neural_crest.narrow_peak.gz	GSE243256_hpf14_Neural_crest.narrow_peak.gz
Retina_RGC	ATAC	danio_rerio	GSE243256_hpf48_Retina_RGC.narrow_peak.gz	GSE243256_hpf48_Retina_RGC.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf18_Midbrain.narrow_peak.gz	GSE243256_hpf18_Midbrain.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf22_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf22_Tailbud_mesoderm.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf30_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf30_Lateral_line_primordium.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf20_Myotome.narrow_peak.gz	GSE243256_hpf20_Myotome.narrow_peak.gz
Retina_Rods	ATAC	danio_rerio	GSE243256_hpf72_Retina_Rods.narrow_peak.gz	GSE243256_hpf72_Retina_Rods.narrow_peak.gz
Slow_muscle_cells	ATAC	danio_rerio	GSE243256_hpf38_Slow_muscle_cells.narrow_peak.gz	GSE243256_hpf38_Slow_muscle_cells.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf22_Otic_placode.narrow_peak.gz	GSE243256_hpf22_Otic_placode.narrow_peak.gz
Pigment_cells	ATAC	danio_rerio	GSE243256_hpf30_Pigment_cells.narrow_peak.gz	GSE243256_hpf30_Pigment_cells.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf22_Diencephalon.narrow_peak.gz	GSE243256_hpf22_Diencephalon.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf34_Endothelial.narrow_peak.gz	GSE243256_hpf34_Endothelial.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf34_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf34_Tailbud_spinal_cord.narrow_peak.gz
Optic_cup	ATAC	danio_rerio	GSE243256_hpf20_Optic_cup.narrow_peak.gz	GSE243256_hpf20_Optic_cup.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf34_Heart_field.narrow_peak.gz	GSE243256_hpf34_Heart_field.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf72_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf72_Fast_muscle_cells.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf24_Neural_crest.narrow_peak.gz	GSE243256_hpf24_Neural_crest.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf38_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf38_Hindbrain_dorsal.narrow_peak.gz
Retina_Photoreceptor_precursor_cells	ATAC	danio_rerio	GSE243256_hpf42_Retina_Photoreceptor_precursor_cells.narrow_peak.gz	GSE243256_hpf42_Retina_Photoreceptor_precursor_cells.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf18_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf18_Fast_muscle_cells.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf20_Otic_placode.narrow_peak.gz	GSE243256_hpf20_Otic_placode.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf38_Pronephric_duct.narrow_peak.gz	GSE243256_hpf38_Pronephric_duct.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf18_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf18_Midbrain_ventral.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf24_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf24_Lateral_line_primordium.narrow_peak.gz
Differentiating_neurons_dlx1a	ATAC	danio_rerio	GSE243256_hpf34_Differentiating_neurons_dlx1a.narrow_peak.gz	GSE243256_hpf34_Differentiating_neurons_dlx1a.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf22_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf22_Midbrain_ventral.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf42_Heart_field.narrow_peak.gz	GSE243256_hpf42_Heart_field.narrow_peak.gz
Lens	ATAC	danio_rerio	GSE243256_hpf22_Lens.narrow_peak.gz	GSE243256_hpf22_Lens.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf72_Hatching_gland.narrow_peak.gz	GSE243256_hpf72_Hatching_gland.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf18_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf18_Lateral_line_primordium.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf24_Midbrain.narrow_peak.gz	GSE243256_hpf24_Midbrain.narrow_peak.gz
Roofplate	ATAC	danio_rerio	GSE243256_hpf48_Roofplate.narrow_peak.gz	GSE243256_hpf48_Roofplate.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf30_Endothelial.narrow_peak.gz	GSE243256_hpf30_Endothelial.narrow_peak.gz
Margin	ATAC	danio_rerio	GSE243256_hpf6_Margin.narrow_peak.gz	GSE243256_hpf6_Margin.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf14_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf14_Midbrain_ventral.narrow_peak.gz
Margin	ATAC	danio_rerio	GSE243256_hpf7_Margin.narrow_peak.gz	GSE243256_hpf7_Margin.narrow_peak.gz
Differentiating_neurons_dlx1a	ATAC	danio_rerio	GSE243256_hpf24_Differentiating_neurons_dlx1a.narrow_peak.gz	GSE243256_hpf24_Differentiating_neurons_dlx1a.narrow_peak.gz
Neural_crest_derived_mesoderm	ATAC	danio_rerio	GSE243256_hpf42_Neural_crest_derived_mesoderm.narrow_peak.gz	GSE243256_hpf42_Neural_crest_derived_mesoderm.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf20_Hatching_gland.narrow_peak.gz	GSE243256_hpf20_Hatching_gland.narrow_peak.gz
Sclerotome	ATAC	danio_rerio	GSE243256_hpf20_Sclerotome.narrow_peak.gz	GSE243256_hpf20_Sclerotome.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf24_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf24_Pharyngeal_arch.narrow_peak.gz
Olfactory_placode	ATAC	danio_rerio	GSE243256_hpf42_Olfactory_placode.narrow_peak.gz	GSE243256_hpf42_Olfactory_placode.narrow_peak.gz
Neural_plate_posterior	ATAC	danio_rerio	GSE243256_hpf9_Neural_plate_posterior.narrow_peak.gz	GSE243256_hpf9_Neural_plate_posterior.narrow_peak.gz
Cranial_ganglia	ATAC	danio_rerio	GSE243256_hpf42_Cranial_ganglia.narrow_peak.gz	GSE243256_hpf42_Cranial_ganglia.narrow_peak.gz
Neural_crest_derived_mesoderm	ATAC	danio_rerio	GSE243256_hpf48_Neural_crest_derived_mesoderm.narrow_peak.gz	GSE243256_hpf48_Neural_crest_derived_mesoderm.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf22_Myotome.narrow_peak.gz	GSE243256_hpf22_Myotome.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf10_Neural_crest.narrow_peak.gz	GSE243256_hpf10_Neural_crest.narrow_peak.gz
Epiblast	ATAC	danio_rerio	GSE243256_hpf7_Epiblast.narrow_peak.gz	GSE243256_hpf7_Epiblast.narrow_peak.gz
Pharyngeal_epidermis	ATAC	danio_rerio	GSE243256_hpf38_Pharyngeal_epidermis.narrow_peak.gz	GSE243256_hpf38_Pharyngeal_epidermis.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf30_Heart_field.narrow_peak.gz	GSE243256_hpf30_Heart_field.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf18_Heart_field.narrow_peak.gz	GSE243256_hpf18_Heart_field.narrow_peak.gz
Cranial_ganglia	ATAC	danio_rerio	GSE243256_hpf20_Cranial_ganglia.narrow_peak.gz	GSE243256_hpf20_Cranial_ganglia.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf14_Endothelial.narrow_peak.gz	GSE243256_hpf14_Endothelial.narrow_peak.gz
Cardiac_muscle	ATAC	danio_rerio	GSE243256_hpf72_Cardiac_muscle.narrow_peak.gz	GSE243256_hpf72_Cardiac_muscle.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf42_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf42_Fast_muscle_cells.narrow_peak.gz
Olfactory_placode	ATAC	danio_rerio	GSE243256_hpf34_Olfactory_placode.narrow_peak.gz	GSE243256_hpf34_Olfactory_placode.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf48_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf48_Pharyngeal_arch.narrow_peak.gz
Lens	ATAC	danio_rerio	GSE243256_hpf42_Lens.narrow_peak.gz	GSE243256_hpf42_Lens.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf24_Endothelial.narrow_peak.gz	GSE243256_hpf24_Endothelial.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf34_Telencephalon.narrow_peak.gz	GSE243256_hpf34_Telencephalon.narrow_peak.gz
Vessel_progenitor	ATAC	danio_rerio	GSE243256_hpf24_Vessel_progenitor.narrow_peak.gz	GSE243256_hpf24_Vessel_progenitor.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf22_YSL.narrow_peak.gz	GSE243256_hpf22_YSL.narrow_peak.gz
DEL	ATAC	danio_rerio	GSE243256_hpf5_DEL.narrow_peak.gz	GSE243256_hpf5_DEL.narrow_peak.gz
Lens	ATAC	danio_rerio	GSE243256_hpf30_Lens.narrow_peak.gz	GSE243256_hpf30_Lens.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf24_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf24_Tailbud_mesoderm.narrow_peak.gz
Pharyngeal_epidermis	ATAC	danio_rerio	GSE243256_hpf30_Pharyngeal_epidermis.narrow_peak.gz	GSE243256_hpf30_Pharyngeal_epidermis.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf38_Telencephalon.narrow_peak.gz	GSE243256_hpf38_Telencephalon.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf48_Periderm.narrow_peak.gz	GSE243256_hpf48_Periderm.narrow_peak.gz
