tissue	assay	species	filename	original
Mesoderm_lateral_plate	ATAC	danio_rerio	GSE243256_hpf11_Mesoderm_lateral_plate.narrow_peak.gz	GSE243256_hpf11_Mesoderm_lateral_plate.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf9_Epidermal.narrow_peak.gz	GSE243256_hpf9_Epidermal.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf14_Heart_field.narrow_peak.gz	GSE243256_hpf14_Heart_field.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf42_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf42_Hindbrain_ventral.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf20_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf20_Lateral_line_primordium.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf42_Endothelial.narrow_peak.gz	GSE243256_hpf42_Endothelial.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf18_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf18_Pharyngeal_arch.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf24_Telencephalon.narrow_peak.gz	GSE243256_hpf24_Telencephalon.narrow_peak.gz
Endoderm	ATAC	danio_rerio	GSE243256_hpf7_Endoderm.narrow_peak.gz	GSE243256_hpf7_Endoderm.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf20_Pronephric_duct.narrow_peak.gz	GSE243256_hpf20_Pronephric_duct.narrow_peak.gz
Cranial_ganglia	ATAC	danio_rerio	GSE243256_hpf48_Cranial_ganglia.narrow_peak.gz	GSE243256_hpf48_Cranial_ganglia.narrow_peak.gz
Diencephalon_aplnr2	ATAC	danio_rerio	GSE243256_hpf10_Diencephalon_aplnr2.narrow_peak.gz	GSE243256_hpf10_Diencephalon_aplnr2.narrow_peak.gz
Sclerotome	ATAC	danio_rerio	GSE243256_hpf48_Sclerotome.narrow_peak.gz	GSE243256_hpf48_Sclerotome.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf11_Diencephalon.narrow_peak.gz	GSE243256_hpf11_Diencephalon.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf72_Endothelial.narrow_peak.gz	GSE243256_hpf72_Endothelial.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf24_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf24_Differentiating_neurons.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf18_Hatching_gland.narrow_peak.gz	GSE243256_hpf18_Hatching_gland.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf20_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf20_Differentiating_neurons.narrow_peak.gz
Slow_muscle_cells	ATAC	danio_rerio	GSE243256_hpf20_Slow_muscle_cells.narrow_peak.gz	GSE243256_hpf20_Slow_muscle_cells.narrow_peak.gz
Endoderm	ATAC	danio_rerio	GSE243256_hpf8_Endoderm.narrow_peak.gz	GSE243256_hpf8_Endoderm.narrow_peak.gz
Heart_field	ATAC	danio_rerio	GSE243256_hpf72_Heart_field.narrow_peak.gz	GSE243256_hpf72_Heart_field.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf48_Midbrain.narrow_peak.gz	GSE243256_hpf48_Midbrain.narrow_peak.gz
Epidermal_gbx2	ATAC	danio_rerio	GSE243256_hpf11_Epidermal_gbx2.narrow_peak.gz	GSE243256_hpf11_Epidermal_gbx2.narrow_peak.gz
Gut	ATAC	danio_rerio	GSE243256_hpf18_Gut.narrow_peak.gz	GSE243256_hpf18_Gut.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf22_Epidermal.narrow_peak.gz	GSE243256_hpf22_Epidermal.narrow_peak.gz
Retina_Photoreceptor_precursor_cells	ATAC	danio_rerio	GSE243256_hpf38_Retina_Photoreceptor_precursor_cells.narrow_peak.gz	GSE243256_hpf38_Retina_Photoreceptor_precursor_cells.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf48_Diencephalon.narrow_peak.gz	GSE243256_hpf48_Diencephalon.narrow_peak.gz
Pectoral_fin_field	ATAC	danio_rerio	GSE243256_hpf34_Pectoral_fin_field.narrow_peak.gz	GSE243256_hpf34_Pectoral_fin_field.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf22_Midbrain.narrow_peak.gz	GSE243256_hpf22_Midbrain.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf4_YSL.narrow_peak.gz	GSE243256_hpf4_YSL.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf42_Myotome.narrow_peak.gz	GSE243256_hpf42_Myotome.narrow_peak.gz
Retina_Amacrine	ATAC	danio_rerio	GSE243256_hpf72_Retina_Amacrine.narrow_peak.gz	GSE243256_hpf72_Retina_Amacrine.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf10_Diencephalon.narrow_peak.gz	GSE243256_hpf10_Diencephalon.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf24_Diencephalon.narrow_peak.gz	GSE243256_hpf24_Diencephalon.narrow_peak.gz
Dorsal_margin_involuted	ATAC	danio_rerio	GSE243256_hpf7_Dorsal_margin_involuted.narrow_peak.gz	GSE243256_hpf7_Dorsal_margin_involuted.narrow_peak.gz
Sclerotome	ATAC	danio_rerio	GSE243256_hpf22_Sclerotome.narrow_peak.gz	GSE243256_hpf22_Sclerotome.narrow_peak.gz
Retina_neuroblasts	ATAC	danio_rerio	GSE243256_hpf24_Retina_neuroblasts.narrow_peak.gz	GSE243256_hpf24_Retina_neuroblasts.narrow_peak.gz
Gut	ATAC	danio_rerio	GSE243256_hpf48_Gut.narrow_peak.gz	GSE243256_hpf48_Gut.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf48_Neural_crest.narrow_peak.gz	GSE243256_hpf48_Neural_crest.narrow_peak.gz
Retina_Muller_glia	ATAC	danio_rerio	GSE243256_hpf72_Retina_Muller_glia.narrow_peak.gz	GSE243256_hpf72_Retina_Muller_glia.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf34_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf34_Hindbrain_ventral.narrow_peak.gz
Telencephalon	ATAC	danio_rerio	GSE243256_hpf12_Telencephalon.narrow_peak.gz	GSE243256_hpf12_Telencephalon.narrow_peak.gz
Posterior_ventral_phox2bb	ATAC	danio_rerio	GSE243256_hpf34_Posterior_ventral_phox2bb.narrow_peak.gz	GSE243256_hpf34_Posterior_ventral_phox2bb.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf20_Epidermal.narrow_peak.gz	GSE243256_hpf20_Epidermal.narrow_peak.gz
Differentiating_neurons_eomes	ATAC	danio_rerio	GSE243256_hpf24_Differentiating_neurons_eomes.narrow_peak.gz	GSE243256_hpf24_Differentiating_neurons_eomes.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf14_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf14_Hindbrain_dorsal.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf34_Periderm.narrow_peak.gz	GSE243256_hpf34_Periderm.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf10_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf10_Tailbud_mesoderm.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf11_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf11_Differentiating_neurons.narrow_peak.gz
Cardiac_muscle	ATAC	danio_rerio	GSE243256_hpf34_Cardiac_muscle.narrow_peak.gz	GSE243256_hpf34_Cardiac_muscle.narrow_peak.gz
Pectoral_fin_field	ATAC	danio_rerio	GSE243256_hpf20_Pectoral_fin_field.narrow_peak.gz	GSE243256_hpf20_Pectoral_fin_field.narrow_peak.gz
Posterior_ventral_phox2bb	ATAC	danio_rerio	GSE243256_hpf30_Posterior_ventral_phox2bb.narrow_peak.gz	GSE243256_hpf30_Posterior_ventral_phox2bb.narrow_peak.gz
Neural_plate_posterior	ATAC	danio_rerio	GSE243256_hpf10_Neural_plate_posterior.narrow_peak.gz	GSE243256_hpf10_Neural_plate_posterior.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf24_Hatching_gland.narrow_peak.gz	GSE243256_hpf24_Hatching_gland.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf30_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf30_Pharyngeal_arch.narrow_peak.gz
Neural_plate_posterior	ATAC	danio_rerio	GSE243256_hpf8_Neural_plate_posterior.narrow_peak.gz	GSE243256_hpf8_Neural_plate_posterior.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf12_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf12_Differentiating_neurons.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf22_Notochord.narrow_peak.gz	GSE243256_hpf22_Notochord.narrow_peak.gz
Roofplate	ATAC	danio_rerio	GSE243256_hpf24_Roofplate.narrow_peak.gz	GSE243256_hpf24_Roofplate.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf10_Midbrain.narrow_peak.gz	GSE243256_hpf10_Midbrain.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf18_Myotome.narrow_peak.gz	GSE243256_hpf18_Myotome.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf34_Diencephalon.narrow_peak.gz	GSE243256_hpf34_Diencephalon.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf30_Notochord.narrow_peak.gz	GSE243256_hpf30_Notochord.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf30_Midbrain.narrow_peak.gz	GSE243256_hpf30_Midbrain.narrow_peak.gz
Cranial_ganglia	ATAC	danio_rerio	GSE243256_hpf22_Cranial_ganglia.narrow_peak.gz	GSE243256_hpf22_Cranial_ganglia.narrow_peak.gz
Differentiating_neurons_ganglion	ATAC	danio_rerio	GSE243256_hpf48_Differentiating_neurons_ganglion.narrow_peak.gz	GSE243256_hpf48_Differentiating_neurons_ganglion.narrow_peak.gz
Pharyngeal_epidermis	ATAC	danio_rerio	GSE243256_hpf72_Pharyngeal_epidermis.narrow_peak.gz	GSE243256_hpf72_Pharyngeal_epidermis.narrow_peak.gz
Fast_muscle_cells	ATAC	danio_rerio	GSE243256_hpf20_Fast_muscle_cells.narrow_peak.gz	GSE243256_hpf20_Fast_muscle_cells.narrow_peak.gz
Immune_cells	ATAC	danio_rerio	GSE243256_hpf24_Immune_cells.narrow_peak.gz	GSE243256_hpf24_Immune_cells.narrow_peak.gz
Slow_muscle_cell	ATAC	danio_rerio	GSE243256_hpf42_Slow_muscle_cell.narrow_peak.gz	GSE243256_hpf42_Slow_muscle_cell.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf9_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf9_Tailbud_spinal_cord.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf18_Neural_crest.narrow_peak.gz	GSE243256_hpf18_Neural_crest.narrow_peak.gz
Neural_plate_posterior	ATAC	danio_rerio	GSE243256_hpf11_Neural_plate_posterior.narrow_peak.gz	GSE243256_hpf11_Neural_plate_posterior.narrow_peak.gz
Pharyngeal_arch	ATAC	danio_rerio	GSE243256_hpf14_Pharyngeal_arch.narrow_peak.gz	GSE243256_hpf14_Pharyngeal_arch.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf10_Notochord.narrow_peak.gz	GSE243256_hpf10_Notochord.narrow_peak.gz
Myotome	ATAC	danio_rerio	GSE243256_hpf12_Myotome.narrow_peak.gz	GSE243256_hpf12_Myotome.narrow_peak.gz
Slow_muscle_cells	ATAC	danio_rerio	GSE243256_hpf48_Slow_muscle_cells.narrow_peak.gz	GSE243256_hpf48_Slow_muscle_cells.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf12_Epidermal.narrow_peak.gz	GSE243256_hpf12_Epidermal.narrow_peak.gz
Myoblast	ATAC	danio_rerio	GSE243256_hpf42_Myoblast.narrow_peak.gz	GSE243256_hpf42_Myoblast.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf18_Endothelial.narrow_peak.gz	GSE243256_hpf18_Endothelial.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf42_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf42_Hindbrain_dorsal.narrow_peak.gz
Gut	ATAC	danio_rerio	GSE243256_hpf20_Gut.narrow_peak.gz	GSE243256_hpf20_Gut.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf10_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf10_Differentiating_neurons.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf24_Notochord.narrow_peak.gz	GSE243256_hpf24_Notochord.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf18_Pronephric_duct.narrow_peak.gz	GSE243256_hpf18_Pronephric_duct.narrow_peak.gz
Erythroid	ATAC	danio_rerio	GSE243256_hpf48_Erythroid.narrow_peak.gz	GSE243256_hpf48_Erythroid.narrow_peak.gz
Mesoderm_lateral_plate	ATAC	danio_rerio	GSE243256_hpf10_Mesoderm_lateral_plate.narrow_peak.gz	GSE243256_hpf10_Mesoderm_lateral_plate.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf48_Hatching_gland.narrow_peak.gz	GSE243256_hpf48_Hatching_gland.narrow_peak.gz
Myoblast	ATAC	danio_rerio	GSE243256_hpf48_Myoblast.narrow_peak.gz	GSE243256_hpf48_Myoblast.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf14_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf14_Tailbud_mesoderm.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf24_Pronephric_duct.narrow_peak.gz	GSE243256_hpf24_Pronephric_duct.narrow_peak.gz
Sclerotome	ATAC	danio_rerio	GSE243256_hpf38_Sclerotome.narrow_peak.gz	GSE243256_hpf38_Sclerotome.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf18_Otic_placode.narrow_peak.gz	GSE243256_hpf18_Otic_placode.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf14_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf14_Hindbrain_ventral.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf34_YSL.narrow_peak.gz	GSE243256_hpf34_YSL.narrow_peak.gz
Anterior_neural_ridge	ATAC	danio_rerio	GSE243256_hpf12_Anterior_neural_ridge.narrow_peak.gz	GSE243256_hpf12_Anterior_neural_ridge.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf38_YSL.narrow_peak.gz	GSE243256_hpf38_YSL.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf24_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf24_Hindbrain_ventral.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf18_Periderm.narrow_peak.gz	GSE243256_hpf18_Periderm.narrow_peak.gz
Retina_Muller_glia_progenitors	ATAC	danio_rerio	GSE243256_hpf48_Retina_Muller_glia_progenitors.narrow_peak.gz	GSE243256_hpf48_Retina_Muller_glia_progenitors.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf20_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf20_Hindbrain_ventral.narrow_peak.gz
Optic_primordium	ATAC	danio_rerio	GSE243256_hpf14_Optic_primordium.narrow_peak.gz	GSE243256_hpf14_Optic_primordium.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf72_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf72_Lateral_line_primordium.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf48_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf48_Hindbrain_ventral.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf6_YSL.narrow_peak.gz	GSE243256_hpf6_YSL.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf14_Periderm.narrow_peak.gz	GSE243256_hpf14_Periderm.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf22_Neural_crest.narrow_peak.gz	GSE243256_hpf22_Neural_crest.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf34_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf34_Hindbrain_dorsal.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf38_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf38_Tailbud_spinal_cord.narrow_peak.gz
Blood_island	ATAC	danio_rerio	GSE243256_hpf22_Blood_island.narrow_peak.gz	GSE243256_hpf22_Blood_island.narrow_peak.gz
Endothelial	ATAC	danio_rerio	GSE243256_hpf20_Endothelial.narrow_peak.gz	GSE243256_hpf20_Endothelial.narrow_peak.gz
Mesoderm_lateral_plate	ATAC	danio_rerio	GSE243256_hpf12_Mesoderm_lateral_plate.narrow_peak.gz	GSE243256_hpf12_Mesoderm_lateral_plate.narrow_peak.gz
Retina_neuroblasts	ATAC	danio_rerio	GSE243256_hpf38_Retina_neuroblasts.narrow_peak.gz	GSE243256_hpf38_Retina_neuroblasts.narrow_peak.gz
Neural_plate_anterior	ATAC	danio_rerio	GSE243256_hpf9_Neural_plate_anterior.narrow_peak.gz	GSE243256_hpf9_Neural_plate_anterior.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf5_YSL.narrow_peak.gz	GSE243256_hpf5_YSL.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf42_Otic_placode.narrow_peak.gz	GSE243256_hpf42_Otic_placode.narrow_peak.gz
Pigment_cells	ATAC	danio_rerio	GSE243256_hpf38_Pigment_cells.narrow_peak.gz	GSE243256_hpf38_Pigment_cells.narrow_peak.gz
Hindbrain_ventral	ATAC	danio_rerio	GSE243256_hpf22_Hindbrain_ventral.narrow_peak.gz	GSE243256_hpf22_Hindbrain_ventral.narrow_peak.gz
Anterior_neural_ridge	ATAC	danio_rerio	GSE243256_hpf10_Anterior_neural_ridge.narrow_peak.gz	GSE243256_hpf10_Anterior_neural_ridge.narrow_peak.gz
Vessel_progenitor	ATAC	danio_rerio	GSE243256_hpf48_Vessel_progenitor.narrow_peak.gz	GSE243256_hpf48_Vessel_progenitor.narrow_peak.gz
Posterior_ventral_phox2bb	ATAC	danio_rerio	GSE243256_hpf18_Posterior_ventral_phox2bb.narrow_peak.gz	GSE243256_hpf18_Posterior_ventral_phox2bb.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf38_Floorplate.narrow_peak.gz	GSE243256_hpf38_Floorplate.narrow_peak.gz
Cardiac_neural_crest	ATAC	danio_rerio	GSE243256_hpf24_Cardiac_neural_crest.narrow_peak.gz	GSE243256_hpf24_Cardiac_neural_crest.narrow_peak.gz
Immune_cells	ATAC	danio_rerio	GSE243256_hpf34_Immune_cells.narrow_peak.gz	GSE243256_hpf34_Immune_cells.narrow_peak.gz
Notochord	ATAC	danio_rerio	GSE243256_hpf20_Notochord.narrow_peak.gz	GSE243256_hpf20_Notochord.narrow_peak.gz
Neural_anterior	ATAC	danio_rerio	GSE243256_hpf10_Neural_anterior.narrow_peak.gz	GSE243256_hpf10_Neural_anterior.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf42_Neural_crest.narrow_peak.gz	GSE243256_hpf42_Neural_crest.narrow_peak.gz
Neural_anterior	ATAC	danio_rerio	GSE243256_hpf12_Neural_anterior.narrow_peak.gz	GSE243256_hpf12_Neural_anterior.narrow_peak.gz
Cardiac_neural_crest	ATAC	danio_rerio	GSE243256_hpf22_Cardiac_neural_crest.narrow_peak.gz	GSE243256_hpf22_Cardiac_neural_crest.narrow_peak.gz
DEL	ATAC	danio_rerio	GSE243256_hpf4_DEL.narrow_peak.gz	GSE243256_hpf4_DEL.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf24_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf24_Hindbrain_dorsal.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf34_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf34_Midbrain_ventral.narrow_peak.gz
Retina_Amacrine	ATAC	danio_rerio	GSE243256_hpf48_Retina_Amacrine.narrow_peak.gz	GSE243256_hpf48_Retina_Amacrine.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf20_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf20_Tailbud_spinal_cord.narrow_peak.gz
Midbrain_ventral	ATAC	danio_rerio	GSE243256_hpf42_Midbrain_ventral.narrow_peak.gz	GSE243256_hpf42_Midbrain_ventral.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf10_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf10_Tailbud_spinal_cord.narrow_peak.gz
Neural_crest	ATAC	danio_rerio	GSE243256_hpf30_Neural_crest.narrow_peak.gz	GSE243256_hpf30_Neural_crest.narrow_peak.gz
Mesoderm_adaxial_cells	ATAC	danio_rerio	GSE243256_hpf12_Mesoderm_adaxial_cells.narrow_peak.gz	GSE243256_hpf12_Mesoderm_adaxial_cells.narrow_peak.gz
Prechordal_plate	ATAC	danio_rerio	GSE243256_hpf10_Prechordal_plate.narrow_peak.gz	GSE243256_hpf10_Prechordal_plate.narrow_peak.gz
Pharyngeal_epidermis	ATAC	danio_rerio	GSE243256_hpf20_Pharyngeal_epidermis.narrow_peak.gz	GSE243256_hpf20_Pharyngeal_epidermis.narrow_peak.gz
Midbrain	ATAC	danio_rerio	GSE243256_hpf72_Midbrain.narrow_peak.gz	GSE243256_hpf72_Midbrain.narrow_peak.gz
Mesoderm_lateral_plate	ATAC	danio_rerio	GSE243256_hpf8_Mesoderm_lateral_plate.narrow_peak.gz	GSE243256_hpf8_Mesoderm_lateral_plate.narrow_peak.gz
Pectoral_fin_field	ATAC	danio_rerio	GSE243256_hpf38_Pectoral_fin_field.narrow_peak.gz	GSE243256_hpf38_Pectoral_fin_field.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf11_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf11_Tailbud_mesoderm.narrow_peak.gz
Retina_RGC	ATAC	danio_rerio	GSE243256_hpf38_Retina_RGC.narrow_peak.gz	GSE243256_hpf38_Retina_RGC.narrow_peak.gz
Hindbrain_dorsal	ATAC	danio_rerio	GSE243256_hpf22_Hindbrain_dorsal.narrow_peak.gz	GSE243256_hpf22_Hindbrain_dorsal.narrow_peak.gz
Otic_placode	ATAC	danio_rerio	GSE243256_hpf72_Otic_placode.narrow_peak.gz	GSE243256_hpf72_Otic_placode.narrow_peak.gz
Lateral_line_primordium	ATAC	danio_rerio	GSE243256_hpf34_Lateral_line_primordium.narrow_peak.gz	GSE243256_hpf34_Lateral_line_primordium.narrow_peak.gz
Epidermal_foxi3a	ATAC	danio_rerio	GSE243256_hpf20_Epidermal_foxi3a.narrow_peak.gz	GSE243256_hpf20_Epidermal_foxi3a.narrow_peak.gz
YSL	ATAC	danio_rerio	GSE243256_hpf12_YSL.narrow_peak.gz	GSE243256_hpf12_YSL.narrow_peak.gz
Immune_cells	ATAC	danio_rerio	GSE243256_hpf20_Immune_cells.narrow_peak.gz	GSE243256_hpf20_Immune_cells.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf10_Epidermal.narrow_peak.gz	GSE243256_hpf10_Epidermal.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf22_Hatching_gland.narrow_peak.gz	GSE243256_hpf22_Hatching_gland.narrow_peak.gz
Diencephalon	ATAC	danio_rerio	GSE243256_hpf72_Diencephalon.narrow_peak.gz	GSE243256_hpf72_Diencephalon.narrow_peak.gz
Periderm	ATAC	danio_rerio	GSE243256_hpf72_Periderm.narrow_peak.gz	GSE243256_hpf72_Periderm.narrow_peak.gz
Hatching_gland	ATAC	danio_rerio	GSE243256_hpf12_Hatching_gland.narrow_peak.gz	GSE243256_hpf12_Hatching_gland.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf48_Pronephric_duct.narrow_peak.gz	GSE243256_hpf48_Pronephric_duct.narrow_peak.gz
Differentiating_neurons	ATAC	danio_rerio	GSE243256_hpf14_Differentiating_neurons.narrow_peak.gz	GSE243256_hpf14_Differentiating_neurons.narrow_peak.gz
EVL	ATAC	danio_rerio	GSE243256_hpf8_EVL.narrow_peak.gz	GSE243256_hpf8_EVL.narrow_peak.gz
Sclerotome	ATAC	danio_rerio	GSE243256_hpf34_Sclerotome.narrow_peak.gz	GSE243256_hpf34_Sclerotome.narrow_peak.gz
Epidermal	ATAC	danio_rerio	GSE243256_hpf24_Epidermal.narrow_peak.gz	GSE243256_hpf24_Epidermal.narrow_peak.gz
Retina_pigmented_epithelium	ATAC	danio_rerio	GSE243256_hpf42_Retina_pigmented_epithelium.narrow_peak.gz	GSE243256_hpf42_Retina_pigmented_epithelium.narrow_peak.gz
Floorplate	ATAC	danio_rerio	GSE243256_hpf14_Floorplate.narrow_peak.gz	GSE243256_hpf14_Floorplate.narrow_peak.gz
Hindbrain	ATAC	danio_rerio	GSE243256_hpf11_Hindbrain.narrow_peak.gz	GSE243256_hpf11_Hindbrain.narrow_peak.gz
Immune_cells	ATAC	danio_rerio	GSE243256_hpf38_Immune_cells.narrow_peak.gz	GSE243256_hpf38_Immune_cells.narrow_peak.gz
Pectoral_fin_field	ATAC	danio_rerio	GSE243256_hpf22_Pectoral_fin_field.narrow_peak.gz	GSE243256_hpf22_Pectoral_fin_field.narrow_peak.gz
Pronephric_duct	ATAC	danio_rerio	GSE243256_hpf22_Pronephric_duct.narrow_peak.gz	GSE243256_hpf22_Pronephric_duct.narrow_peak.gz
Cardiac_neural_crest	ATAC	danio_rerio	GSE243256_hpf20_Cardiac_neural_crest.narrow_peak.gz	GSE243256_hpf20_Cardiac_neural_crest.narrow_peak.gz
Cranial_ganglia	ATAC	danio_rerio	GSE243256_hpf24_Cranial_ganglia.narrow_peak.gz	GSE243256_hpf24_Cranial_ganglia.narrow_peak.gz
Pigment_cells	ATAC	danio_rerio	GSE243256_hpf42_Pigment_cells.narrow_peak.gz	GSE243256_hpf42_Pigment_cells.narrow_peak.gz
Tailbud_mesoderm	ATAC	danio_rerio	GSE243256_hpf8_Tailbud_mesoderm.narrow_peak.gz	GSE243256_hpf8_Tailbud_mesoderm.narrow_peak.gz
Tailbud_spinal_cord	ATAC	danio_rerio	GSE243256_hpf48_Tailbud_spinal_cord.narrow_peak.gz	GSE243256_hpf48_Tailbud_spinal_cord.narrow_peak.gz
Cranial_neural_crest	ATAC	danio_rerio	GSE243256_hpf24_Cranial_neural_crest.narrow_peak.gz	GSE243256_hpf24_Cranial_neural_crest.narrow_peak.gz
