train_loss	test_loss
1.2745431268051879	1.2586479456321742
1.2451809921221102	1.2476808608964431
1.2379596620934195	1.2442614073769198
1.2341587882335872	1.2423301988661883
1.231534843629898	1.2408796756766562
1.2294796775465142	1.240540123857137
1.2277752060868425	1.2400464532383257
1.226251329978307	1.2400911240482648
1.2248665883116525	1.2406522558377036
